Chave;Estação;Altitude;Prep;Temp;Clima;Bioma;Solofao;Dens;ph;p;c;Textura;Referência do trabalho
1;seca;584;1614;20;Cfa;Mata Atlântica;Ferralsols;354,6666667;4,86;1,94;18,48;Argila;Oliveira et al, (tese Juliana)
2;úmida;600;1750;21;Cfa;Mata Atlântica;Ferralsols;54;6,16;1,773333333;27,211;Muito argilosa;Dados Dr George
3;úmida;585;1750;21;Cfa;Mata Atlântica;Ferralsols;17,6;4,9;2,002173913;20,91913043;Muito argilosa;Dados Dr George
4;úmida;566;1614;20;Cfa;Mata Atlântica;Ferralsols;264,1;5,5;2,249166667;22,59166667;Argila;TCC Priscila Trigo Martins (Azevedo)
5;úmida;467;1614;20;Cfa;Mata Atlântica;Ferralsols;14,1;5,4;5,75;17,81095238;Argila;TCC Priscila Trigo Martins (Azevedo)
6;úmida;566;1614;20;Cfa;Mata Atlântica;Ferralsols;46,2;5,2;3,338;18,67133333;Argila;TCC Priscila Trigo Martins (Azevedo)
7;úmida;566;1614;20;Cfa;Mata Atlântica;Ferralsols;315;5;5,043333333;17,60933333;Argila;TCC Priscila Trigo Martins (Azevedo)
8;úmida;583;1686;24,1;Cfa;Mata Atlântica;Ferralsols;10,66666667;5,345416667;17,48625;16,7625;Muito argilosa;"Matsumura, Cássio Y; TCC 2005"
9;úmida;583;1686;24,1;Cfa;Mata Atlântica;Ferralsols;54;4,968333333;16,41583333;14,7225;Muito argilosa;"Matsumura, Cássio Y; TCC 2005"
10;úmida;583;1686;24,1;Cfa;Mata Atlântica;Ferralsols;13,33333333;5,135;15,3;18,05041667;Muito argilosa;"Matsumura, Cássio Y; TCC 2005"
11;úmida;583;1686;24,1;Cfa;Mata Atlântica;Ferralsols;36;5,155;20,84;18,715;Muito argilosa;"Matsumura, Cássio Y; TCC 2005"
12;úmida;583;1686;24,1;Cfa;Mata Atlântica;Ferralsols;2;5,050833333;19,71875;16,01791667;Muito argilosa;"Matsumura, Cássio Y; TCC 2005"
13;úmida;583;1686;24,1;Cfa;Mata Atlântica;Ferralsols;92;5,206666667;21,76578283;19,0619697;Muito argilosa;"Matsumura, Cássio Y; TCC 2005"
14;úmida;583;1686;24,1;Cfa;Mata Atlântica;Ferralsols;8;5,41625;13,22916667;16,50916667;Muito argilosa;"Matsumura, Cássio Y; TCC 2005"
15;úmida;583;1686;24,1;Cfa;Mata Atlântica;Ferralsols;2;5,255416667;21,775;16,98541667;Muito argilosa;"Matsumura, Cássio Y; TCC 2005"
16;úmida;583;1686;24,1;Cfa;Mata Atlântica;Ferralsols;104;5,1;18,7;14,552;Muito argilosa;"Matsumura, Cássio Y; TCC 2005"
17;úmida;582;1614;20;Cfa;Mata Atlântica;Ferralsols;332;5,5;2,25;22,59;Argila;Brown & James 2007
18;úmida;550;1614;20;Cfa;Mata Atlântica;Nitisols;34,66666667;5,583333333;18,61111111;13,72739018;Argila;não publicado - Norton
19;úmida;550;1614;20;Cfa;Mata Atlântica;Nitisols;45,33333333;5,788888889;21,83333333;14,72868217;Argila;não publicado - Norton
20;úmida;576;1622;20,7;Cfa;Mata Atlântica;Ferralsols;3,35;4,4;11,3;13,265;Muito argilosa;Derpsch et al,, 1984 + artigo + resumo
21;úmida;576;1622;20,7;Cfa;Mata Atlântica;Ferralsols;27,3;4,75;21,55;16,95;Muito argilosa;Derpsch et al,, 1984 + artigo + resumo
22;úmida;674;1622;20,7;Cfa;Mata Atlântica;Nitisols;5,8;5;16;24;Muito argilosa;Derpsch et al,, 1984 + artigo + resumo
23;úmida;674;1622;20,7;Cfa;Mata Atlântica;Nitisols;13;5,2;32;28;Muito argilosa;Derpsch et al,, 1984 + artigo + resumo
24;úmida;1200;1422;20;Cfb;Mata Atlântica;Ferralsols;0;4,9;14,5;20,34;Muito argilosa;Derpsch et al,, 1984 + artigo + resumo
25;úmida;1200;1422;20;Cfb;Mata Atlântica;Ferralsols;0;4,9;14,5;20,34;Muito argilosa;Derpsch et al,, 1984 + artigo + resumo
26;seca;630;2100;20;Cfa;Mata Atlântica;Ferralsols;51,3;5,9;34,92;12,33;Muito argilosa;Benito et al, 2008
27;seca;630;2100;20;Cfa;Mata Atlântica;Ferralsols;214,4;5,7;1,07;7,74;Muito argilosa;Benito et al, 2008
28;seca;630;2100;20;Cfa;Mata Atlântica;Ferralsols;38,4;6,1;9,56;17,97;Muito argilosa;Benito et al, 2008
29;seca;630;2100;20;Cfa;Mata Atlântica;Ferralsols;195,2;4,1;1,39;15,09;Muito argilosa;Benito et al, 2008
30;úmida;699;1250;20;Cfa;Mata Atlântica;Ferralsols;17;4,2;4,1;32,1;Muito argilosa;Bartz et al, (tese Marie)
31;úmida;666;1250;20;Cfa;Mata Atlântica;Ferralsols;130,75;5,4;15,1;22,7;Muito argilosa;Bartz et al, (tese Marie)
32;úmida;688;1250;20;Cfa;Mata Atlântica;Ferralsols;4,75;4,5;1,9;24;Muito argilosa;Bartz et al, (tese Marie)
33;úmida;675;1250;20;Cfa;Mata Atlântica;Ferralsols;16,5;5,5;56;20,2;Muito argilosa;Bartz et al, (tese Marie)
34;úmida;700;1250;20;Cfa;Mata Atlântica;Ferralsols;15,75;6,6;3,4;17,5;Muito argilosa;Bartz et al, (tese Marie)
35;úmida;499;1400;20,5;Cfa;Mata Atlântica;Ferralsols;39;5,187916667;5,06375;15,52916667;Muito argilosa;Dados Dr George (Assaí - Jataízinho)
36;úmida;499;1400;20,5;Cfa;Mata Atlântica;Ferralsols;30;5,346111111;5,011666667;14,34333333;Muito argilosa;Dados Dr George (Assaí - Jataízinho)
37;úmida;1200;1422;20;Cfb;Cerrado  ;Ferralsols;107,7291667;5,327272727;10;31,90909091;Argila;Dissertação Tank
38;úmida;1200;1422;20;Cfb;Cerrado  ;Ferralsols;1,966666667;5,218181818;4,090909091;26,81818182;Argila;Dissertação Tank
39;úmida;1200;1422;20;Cfb;Cerrado  ;Ferralsols;0;4,236363636;1;29,63636364;Argila;Dissertação Tank
40;úmida;1200;1422;20;Cfb;Cerrado  ;Ferralsols;57,15;3,763636364;3,545454545;33,81818182;Argila;Dissertação Tank
41;úmida;330;1200;28;Cfa;Mata Atlântica;Nitisols;48,33333333;5,425;6,645;9,563023256;Franco-argiloarenosa;IQP 1  2010 + 2011
42;úmida;255;1200;28;Cfa;Mata Atlântica;Nitisols;136,4666667;5,476666667;31,59044776;9,10375298;Argila;IQP 1  2010 + 2011
43;úmida;255;1200;28;Cfa;Mata Atlântica;Nitisols;170;5,96;20,05701493;10,30806509;Argila;Bartz et al, 2013
44;úmida;292;1200;28;Cfa;Mata Atlântica;Nitisols;68,33333333;5,55;10,78;7,4400416;Francoargilosa;IQP 1  2010 + 2011
45;úmida;248;1200;28;Cfa;Mata Atlântica;Nitisols;150;4,765;32,94402985;5,9095536;Francoargilosa;IQP 1  2010 + 2011
46;úmida;290;1200;28;Cfa;Mata Atlântica;Ferralsols;128,75;5,186666667;15,93452736;11,51345739;Argila;Bartz et al, 2013
47;úmida;290;1200;28;Cfa;Mata Atlântica;Ferralsols;400;5,853333333;30,48159204;12,14756745;Argila;Bartz et al, 2013
48;úmida;290;1200;28;Cfa;Mata Atlântica;Ferralsols;165;5,353333333;10,54587065;14,18444864;Argila;Bartz et al, 2013
49;úmida;275;1200;28;Cfa;Mata Atlântica;Nitisols;133,75;5,616666667;16,39960199;11,28447023;Argila;Bartz et al, 2013
50;úmida;560;1200;28;Cfa;Mata Atlântica;Nitisols;93,75;5,5725;14,84160448;11,29401451;Argila;Bartz et al, 2013
51;úmida;330;1200;28;Cfa;Mata Atlântica;Nitisols;5;5,8;4,63;19,65116279;Argila;Bartz et al, 2013
52;úmida;330;1200;28;Cfa;Mata Atlântica;Nitisols;45;5,6;2,28;17,44186047;Francoargilosa;Bartz et al, 2013
53;úmida;330;1200;28;Cfa;Mata Atlântica;Nitisols;55;5,7;7,05;21,22093023;Francoargilosa;Bartz et al, 2013
54;úmida;330;1200;28;Cfa;Mata Atlântica;Nitisols;235;5,6;11,28;18,13953488;Argila;Bartz et al, 2013
55;úmida;330;1200;28;Cfa;Mata Atlântica;Nitisols;55;5;1,51;22,03488372;Francoargilosa;Bartz et al, 2013
56;úmida;280;1200;28;Cfa;Mata Atlântica;Nitisols;605;5,3;7,88;15,23255814;Argila;Bartz et al, 2013
57;úmida;280;1200;28;Cfa;Mata Atlântica;Nitisols;65;5,8;13,04;20,46511628;Argila;Bartz et al, 2013
58;úmida;280;1200;28;Cfa;Mata Atlântica;Nitisols;0;5,7;19,54;16,68604651;Muito argilosa;Bartz et al, 2013
59;úmida;280;1200;28;Cfa;Mata Atlântica;Nitisols;305;5,8;56,45;15,23255814;Argila;Bartz et al, 2013
60;úmida;280;1200;28;Cfa;Mata Atlântica;Nitisols;105;5,3;3,05;22,84883721;Argila;Bartz et al, 2013
61;úmida;255;1200;28;Cfa;Mata Atlântica;Nitisols;190;5,3;9,56;18,89534884;Franca;Bartz et al, 2013
62;úmida;255;1200;28;Cfa;Mata Atlântica;Nitisols;295;5;35,74;16,68604651;Francoargilosa;Bartz et al, 2013
63;úmida;255;1200;28;Cfa;Mata Atlântica;Nitisols;10;5,6;5,43;17,44186047;Francoargilosa;Bartz et al, 2013
64;úmida;255;1200;28;Cfa;Mata Atlântica;Nitisols;275;5,3;3,05;25,34883721;Franco-argilossiltosa;Bartz et al, 2013
65;úmida;290;1200;28;Cfa;Mata Atlântica;Ferralsols;70;5,3;27,74;22,84883721;Argila;Bartz et al, 2013
66;úmida;290;1200;28;Cfa;Mata Atlântica;Ferralsols;25;5,4;3,05;25,34883721;Argila;Bartz et al, 2013
67;úmida;290;1200;28;Cfa;Mata Atlântica;Ferralsols;15;6,1;1,51;24,47674419;Francoargilosa;Bartz et al, 2013
68;úmida;275;1200;28;Cfa;Mata Atlântica;Nitisols;80;5,8;34,55;18,89534884;Argila;Bartz et al, 2013
69;úmida;275;1200;28;Cfa;Mata Atlântica;Nitisols;30;5,5;26,67;20,46511628;Muito argilosa;Bartz et al, 2013
70;úmida;275;1200;28;Cfa;Mata Atlântica;Nitisols;125;4,9;4,63;17,44186047;Argila;Bartz et al, 2013
71;úmida;275;1200;28;Cfa;Mata Atlântica;Nitisols;32,5;5;1,51;22,03488372;Muito argilosa;Bartz et al, 2013
72;úmida;560;1200;28;Cfa;Mata Atlântica;Nitisols;0;4,9;16,68;22,84883721;Muito argilosa;Bartz et al, 2013
73;úmida;560;1200;28;Cfa;Mata Atlântica;Nitisols;50;5,1;9,56;22,03488372;Muito argilosa;Bartz et al, 2013
74;úmida;560;1200;28;Cfa;Mata Atlântica;Nitisols;50;5,4;17,62;20,46511628;Muito argilosa;Bartz et al, 2013
75;úmida;560;1200;28;Cfa;Mata Atlântica;Nitisols;30;5,3;10,41;23,6627907;Muito argilosa;Bartz et al, 2013
76;úmida;560;1200;28;Cfa;Mata Atlântica;Nitisols;20;4,5;13,93;20,46511628;Muito argilosa;Bartz et al, 2013
77;úmida;560;1200;28;Cfa;Mata Atlântica;Nitisols;120;4,6;26,67;18,13953488;Argila;Bartz et al, 2013
78;úmida;560;1200;28;Cfa;Mata Atlântica;Nitisols;55;5,3;0,75;12,5;Argila;Bartz et al, 2013
79;úmida;560;1200;28;Cfa;Mata Atlântica;Nitisols;265;5,1;24,56;18,89534884;Argila;Bartz et al, 2013
80;úmida;560;1200;28;Cfa;Mata Atlântica;Nitisols;285;4,9;0,75;27,09302326;Argila;Bartz et al, 2013
81;úmida;389;1500;20;Cfa;Mata Atlântica;Ferralsols;0;5,59;13,12;10,07;Areia;Colorado (dados não publicados)
82;úmida;376;1500;20;Cfa;Mata Atlântica;Ferralsols;33,6;6,044;10,26;11,15;Areia;Colorado (dados não publicados)
83;úmida;380;1500;20;Cfa;Mata Atlântica;Ferralsols;9,165;5,857857143;17,79285714;10,35;Francoarenosa;Colorado (dados não publicados)
84;úmida;412;1500;20;Cfa;Mata Atlântica;Ferralsols;14,4;4,447;8,91;7,99;Francoarenosa;Colorado (dados não publicados)
85;úmida;402;1500;20;Cfa;Mata Atlântica;Ferralsols;3,2;5,652222222;12,45555556;8,811111111;Francoarenosa;Colorado (dados não publicados)
86;úmida;398;1500;20;Cfa;Mata Atlântica;Ferralsols;21,165;5,433333333;9,153333333;6,74;Areia;Colorado (dados não publicados)
87;úmida;366;1500;20;Cfa;Mata Atlântica;Ferralsols;10,4;5,537;3,83;17,56;Areia;Colorado (dados não publicados)
88;úmida;286;1500;20;Aw;Mata Atlântica;Ferralsols;474;3,978333333;4,448333333;11,89666667;Areia;Franchini et al, 2009
89;úmida;286;1500;20;Aw;Mata Atlântica;Ferralsols;61;4,366666667;7,83;12,87166667;Areia;Franchini et al, 2009
90;úmida;286;1500;20;Aw;Mata Atlântica;Ferralsols;19;4,348333333;10,68;12,32166667;Areia;Franchini et al, 2009
91;úmida;286;1500;20;Aw;Mata Atlântica;Ferralsols;86;4,565;7,536666667;12,08333333;Areia;Franchini et al, 2009
92;úmida;945;1550;16;Cfb;Mata Atlântica;Cambisols;0,1;3,85;3,55;34,89;Francoarenosa;Unpublished Vila Velha
93;úmida;945;1550;16;Cfb;Mata Atlântica;Ferralsols;0,066666667;3,85;3,55;34,89;Francoarenosa;Unpublished Vila Velha
94;úmida;938;1450;12,5;Cfb;Mata Atlântica;Cambisols;214,4277778;4,4;2;3,6;Franco-argiloarenosa;Lima et al, (tese Odair e Elodie)
95;úmida;938;1450;13,5;Cfb;Mata Atlântica;Cambisols;114,8166667;5;7,5;3,4;Franco-argiloarenosa;Lima et al, (tese Odair e Elodie)
96;úmida;938;1450;14,5;Cfb;Mata Atlântica;Cambisols;138,5111111;4,7;5,3;3,1;Franco-argiloarenosa;Lima et al, (tese Odair e Elodie)
97;úmida;938;1450;15,5;Cfb;Mata Atlântica;Cambisols;42,44444444;3,9;2,7;6,3;Argila;Lima et al, (tese Odair e Elodie)
98;úmida;938;1450;12,5;Cfb;Mata Atlântica;Cambisols;24,75;3,9;4,6;4,7;Argila;Lima et al, (tese Odair e Elodie)
99;úmida;938;1450;12,5;Cfb;Mata Atlântica;Cambisols;51,11851852;4,2;2,7;4;Argila;Lima et al, (tese Odair e Elodie)
100;úmida;938;1450;12,5;Cfb;Mata Atlântica;Cambisols;2,5;3,7;3,4;5,2;Argiloarenosa;Lima et al, (tese Odair e Elodie)
101;úmida;938;1450;12,5;Cfb;Mata Atlântica;Cambisols;11,3;4,2;3,3;4,6;Francoargilosa;Lima et al, (tese Odair e Elodie)
102;úmida;938;1450;12,5;Cfb;Mata Atlântica;Cambisols;121,3;4,8;5,3;3,7;Franco-argiloarenosa;Lima et al, (tese Odair e Elodie)
103;úmida;938;1450;12,5;Cfb;Mata Atlântica;Cambisols;48;3,8;2,7;3,1;Argila;Lima et al, (tese Odair e Elodie)
104;úmida;938;1450;12,5;Cfb;Mata Atlântica;Cambisols;120;4,5;3,4;3,6;Franco-argiloarenosa;Lima et al, (tese Odair e Elodie)
105;úmida;938;1450;12,5;Cfb;Mata Atlântica;Cambisols;31,3;3,8;2,5;3,1;Argila;Lima et al, (tese Odair e Elodie)
106;úmida;938;1450;12,5;Cfb;Mata Atlântica;Ferralsols;18,9;4,2;2,1;2,5;Franco-argiloarenosa;Lima et al, (tese Odair e Elodie)
107;úmida;938;1450;12,5;Cfb;Mata Atlântica;Cambisols;16,3;4,4;8;3,9;Franco-argiloarenosa;Lima et al, (tese Odair e Elodie)
108;úmida;938;1450;12,5;Cfb;Mata Atlântica;Cambisols;48,8;4,7;17,6;4,2;Franco-argiloarenosa;Lima et al, (tese Odair e Elodie)
109;úmida;938;1450;12,5;Cfb;Mata Atlântica;Ferralsols;15;4,5;2,04;31,5;Argiloarenosa;Dissertação Wagner
110;úmida;938;1450;12,5;Cfb;Mata Atlântica;Cambisols;98;4,4;1,66;31,2;Argiloarenosa;Dissertação Wagner
111;úmida;938;1450;12,5;Cfb;Mata Atlântica;Cambisols;311;4;3,36;33,8;Argiloarenosa;Dissertação Wagner
112;úmida;938;1450;12,5;Cfb;Mata Atlântica;Cambisols;305,5;4,2;1,48;30,7;Argiloarenosa;Dissertação Wagner
113;úmida;938;1450;12,5;Cfb;Mata Atlântica;Cambisols;72,5;4,3;1,6;29,2;Franco-argiloarenosa;Dissertação Wagner
114;úmida;40;2500;20;Cfa;Mata Atlântica;Cambisols;242,4;5,152;3,566666667;37,1;Francoargilosa;Rombke et al, paper
115;úmida;70;2500;20;Cfa;Mata Atlântica;Cambisols;140;4,774;2,566666667;41,16666667;Muito argilosa;Rombke et al, paper
116;úmida;30;2500;20;Cfa;Mata Atlântica;Cambisols;177,6;4,218;7,233333333;47,16666667;Argila;Rombke et al, paper
117;úmida;40;2500;20;Cfa;Mata Atlântica;Cambisols;150,4;4,076;2,466666667;42,56666667;Francoargilosa;Rombke et al, paper
118;úmida;90;2500;20;Cfa;Mata Atlântica;Cambisols;135,2;4,172;3,333333333;49,8;Argila;Rombke et al, paper
119;úmida;150;2500;20;Cfa;Mata Atlântica;Cambisols;149,6;4,856;2,466666667;35,3;Argila;Rombke et al, paper
120;úmida;60;2500;20;Cfa;Mata Atlântica;Cambisols;62,4;4,076;3,32;45,56666667;Francoargilosa;Rombke et al, paper
121;úmida;120;2500;20;Cfa;Mata Atlântica;Cambisols;85,6;4,218;2,7;41,16666667;Muito argilosa;Rombke et al, paper
122;úmida;120;2500;20;Cfa;Mata Atlântica;Cambisols;125,6;4,268;9,233333333;63,86666667;Argila;Rombke et al, paper
123;úmida;260;2500;20;Cfa;Mata Atlântica;Cambisols;52,8;4,182;7,633333333;38,93333333;Argila;Rombke et al, paper
124;úmida;90;2500;20;Cfa;Mata Atlântica;Cambisols;120,8;4,11;2,866666667;33,5;Argila;Rombke et al, paper
125;úmida;1036;1550;20;Cfb;Mata Atlântica;Cambisols;35,48888889;4,1;2,6;18,9;Argila;Cardoso et al,, 2014
126;úmida;1183;1550;20;Cfb;Mata Atlântica;Regosols;8,422222222;3,83;3,6;19,6;Argila;Cardoso et al,, 2014
127;úmida;1334;1550;20;Cfb;Mata Atlântica;Histosols;17,94444444;3,65;5,1;39,7;Argilossiltosa;Cardoso et al,, 2014
128;úmida;1451;1550;20;Cfb;Mata Atlântica;Histosols;42,37777778;3,61;3,5;44,5;Francoargilosa;Cardoso et al,, 2014
129;úmida;1477;1550;20;Cfb;Mata Atlântica;Histosols;5,577777778;3,73;3,6;33,5;Franco-argiloarenosa;Cardoso et al,, 2014
130;úmida;1621;1550;20;Cfb;Mata Atlântica;Histosols;1,5;3,09;8,3;45,7;Franco-argiloarenosa;Cardoso et al,, 2014
131;úmida;1771;1550;20;Cfb;Mata Atlântica;Histosols;0,866666667;3,11;7,6;44,5;Franca;Cardoso et al,, 2014
132;úmida;1844;1550;20;Cfb;Mata Atlântica;Histosols;29,63333333;3,03;6,1;91,6;Franco-argilossiltosa;Cardoso et al,, 2014
133;úmida;880;1530;16,5;Cfb;Mata Atlântica;Cambisols;1,7;5,333333333;1,288888889;14,95555556;Francoarenosa;Unpublished Uru
134;úmida;880;1530;16,5;Cfb;Mata Atlântica;Cambisols;3,5;3,811111111;1,188888889;22,36666667;Francoarenosa;Unpublished Uru
135;úmida;880;1530;16,5;Cfb;Mata Atlântica;Cambisols;5,3;3,616666667;1,4;26,05;Francoargilosa;Unpublished Uru
136;úmida;880;1530;16,5;Cfb;Mata Atlântica;Cambisols;10,7;5,458888889;24,33333333;35,27777778;Francoarenosa;Unpublished Uru
137;úmida;880;1530;16,5;Cfb;Mata Atlântica;Cambisols;39,1;4,373333333;5,066666667;29,15555556;Francoarenosa;Unpublished Uru
138;úmida;880;1530;16,5;Cfb;Mata Atlântica;Cambisols;14,2;4,427777778;4,388888889;33,72222222;Francoarenosa;Unpublished Uru
139;úmida;880;1530;16,5;Cfb;Mata Atlântica;Cambisols;3,6;3,908888889;3,666666667;41,33333333;Francoarenosa;Unpublished Uru
140;úmida;880;1530;16,5;Cfb;Mata Atlântica;Cambisols;0;3,806666667;3,377777778;35,65555556;Francoarenosa;Unpublished Uru
141;úmida;882;1755;16,5;Cfb;Mata Atlântica;Acrisols;5,33;6,104444444;35,98888889;13,78888889;Francoargilosa;Unpublished Quitandinha
142;úmida;882;1755;16,5;Cfb;Mata Atlântica;Acrisols;107;5,874444444;12,68888889;16,15555556;Francoargilosa;Unpublished Quitandinha
143;úmida;882;1755;16,5;Cfb;Mata Atlântica;Acrisols;1,78;4,931111111;36;12,42222222;Argila;Unpublished Quitandinha
144;úmida;882;1755;16,5;Cfb;Mata Atlântica;Acrisols;19,56;4,472222222;13,32222222;20,92222222;Francoargilosa;Unpublished Quitandinha
145;úmida;825;1700;18;Cfb;Mata Atlântica;Ferralsols;3,6;3,688;1,36;23,14;Argilossiltosa;Tese Priscila Fonseca
146;úmida;825;1700;18;Cfb;Mata Atlântica;Ferralsols;26,4;4,298;2,7;23,1;Argila;Tese Priscila Fonseca
147;úmida;825;1700;18;Cfb;Mata Atlântica;Histosols;2,4;3,792;2,8;21,74;Argila;Tese Priscila Fonseca
148;úmida;825;1700;18;Cfb;Mata Atlântica;Ferralsols;1,2;3,79;2,96;18,42;Muito argilosa;Tese Priscila Fonseca
149;úmida;825;1700;18;Cfb;Mata Atlântica;Ferralsols;0;3,786;2,8;19;Muito argilosa;Tese Priscila Fonseca
150;úmida;825;1700;18;Cfb;Mata Atlântica;Ferralsols;25,2;3,908;1,88;18,4;Muito argilosa;Tese Priscila Fonseca
151;úmida;825;1700;18;Cfb;Mata Atlântica;Ferralsols;16,8;3,78;2,18;17,02;Muito argilosa;Tese Priscila Fonseca
152;úmida;825;1700;18;Cfb;Mata Atlântica;Ferralsols;16,8;3,784;1,7;19,4;Argila;Tese Priscila Fonseca
153;úmida;880;1530;17,5;Cfb;Mata Atlântica;Ferralsols;0;3,418;2,56;20,82;Argilossiltosa;Tese Priscila Fonseca
154;úmida;880;1530;17,5;Cfb;Mata Atlântica;Ferralsols;0;3,794;1,52;18,32;Argila;Tese Priscila Fonseca
155;úmida;880;1530;17,5;Cfb;Mata Atlântica;Ferralsols;13,2;3,604;2,34;19,2;Argilossiltosa;Tese Priscila Fonseca
156;úmida;880;1530;17,5;Cfb;Mata Atlântica;Ferralsols;9,6;3,468;3,04;17,52;Argila;Tese Priscila Fonseca
157;úmida;880;1530;17,5;Cfb;Mata Atlântica;Ferralsols;1,2;3,602;2,52;19,42;Francoargilosa;Tese Priscila Fonseca
158;úmida;880;1530;17,5;Cfb;Mata Atlântica;Ferralsols;3,6;3,776;2,26;15,16;Argilossiltosa;Tese Priscila Fonseca
159;úmida;880;1530;17,5;Cfb;Mata Atlântica;Ferralsols;16,8;4,12;3,32;18,8;Argila;Tese Priscila Fonseca
160;úmida;880;1530;17,5;Cfb;Mata Atlântica;Ferralsols;3,6;3,808;2,88;18,4;Argila;Tese Priscila Fonseca
161;úmida;880;1530;17,5;Cfb;Mata Atlântica;Ferralsols;14,4;4,45;1,88;24,98;Argila;Tese Priscila Fonseca
162;úmida;809;1500;17,5;Cfb;Mata Atlântica;Regosols;0;3,74;4,86;24,06;Franco-argiloarenosa;Tese Priscila Fonseca
163;úmida;809;1500;17,5;Cfb;Mata Atlântica;Ferralsols;57,6;3,576;2,88;25,52;Argila;Tese Priscila Fonseca
164;úmida;809;1500;17,5;Cfb;Mata Atlântica;Ferralsols;6;3,44;1,9;28,02;Muito argilosa;Tese Priscila Fonseca
165;úmida;809;1500;17,5;Cfb;Mata Atlântica;Ferralsols;2,4;3,462;3,2;27,76;Argila;Tese Priscila Fonseca
166;úmida;809;1500;17,5;Cfb;Mata Atlântica;Ferralsols;1,2;3,468;1,32;23,52;Muito argilosa;Tese Priscila Fonseca
167;úmida;809;1500;17,5;Cfb;Mata Atlântica;Ferralsols;3,6;3,512;2,52;23,22;Argila;Tese Priscila Fonseca
168;úmida;809;1500;17,5;Cfb;Mata Atlântica;Cambisols;34,8;3,572;3,04;27,7;Argila;Tese Priscila Fonseca
169;úmida;809;1500;17,5;Cfb;Mata Atlântica;Ferralsols;4,8;3,518;2,2;23,86;Argila;Tese Priscila Fonseca
170;úmida;809;1500;17,5;Cfb;Mata Atlântica;Ferralsols;24;3,478;1,74;27,26;Muito argilosa;Tese Priscila Fonseca
171;úmida;700;1600;19;Cfb;Mata Atlântica;Ferralsols;62,4;3,842;1,78;19,24;Argila;Tese Priscila Fonseca
172;úmida;700;1600;19;Cfb;Mata Atlântica;Ferralsols;21,6;3,856;1,8;18,4;Muito argilosa;Tese Priscila Fonseca
173;úmida;700;1600;19;Cfb;Mata Atlântica;Ferralsols;92,4;3,858;1,62;22,28;Argila;Tese Priscila Fonseca
174;úmida;700;1600;19;Cfb;Mata Atlântica;Ferralsols;126;3,602;1,82;19,4;Argila;Tese Priscila Fonseca
175;úmida;700;1600;19;Cfb;Mata Atlântica;Ferralsols;25,2;3,724;1,62;19,22;Argila;Tese Priscila Fonseca
176;úmida;700;1600;19;Cfb;Mata Atlântica;Ferralsols;145,2;3,866;1,76;16,24;Muito argilosa;Tese Priscila Fonseca
177;úmida;700;1600;19;Cfb;Mata Atlântica;Ferralsols;93,6;3,96;1,74;23,42;Argila;Tese Priscila Fonseca
178;úmida;700;1600;19;Cfb;Mata Atlântica;Ferralsols;32,4;3,974;0,66;21,64;Argila;Tese Priscila Fonseca
179;úmida;700;1600;19;Cfb;Mata Atlântica;Ferralsols;38,4;3,982;1,48;22,24;Muito argilosa;Tese Priscila Fonseca
180;úmida;1000;1850;18,5;Cfb;Mata Atlântica;Ferralsols;4,8;3,6;4,1;50,7;Muito argilosa;Brown & Machio dados não publicados
181;úmida;1000;1850;18,5;Cfb;Mata Atlântica;Ferralsols;11,2;3,6;4,1;50,7;Muito argilosa;Brown & Machio dados não publicados
182;úmida;1000;1850;18,5;Cfb;Mata Atlântica;Ferralsols;25,6;3,6;4,1;50,7;Muito argilosa;Brown & Machio dados não publicados
183;úmida;779;1473;17;Cfb;Mata Atlântica;Ferralsols;138,6666667;5,02;7,32;23,81;Muito argilosa;TCC Lina Clasen
184;úmida;857;1473;17;Cfb;Mata Atlântica;Ferralsols;120,8888889;4,93;5,02;28,82;Muito argilosa;TCC Lina Clasen
185;úmida;787;1473;17;Cfb;Mata Atlântica;Ferralsols;83,55555556;4,18;2,22;22,99;Argila;TCC Lina Clasen
186;úmida;795;1473;17;Cfb;Mata Atlântica;Ferralsols;0;4,07;2,72;31,53;Muito argilosa;TCC Lina Clasen
187;úmida;810;1473;17;Cfb;Mata Atlântica;Ferralsols;17,91111111;4,171;1,485;29,5;Muito argilosa;TCC Lina Clasen
188;úmida;908;1950;18;Cfb;Mata Atlântica;Ferralsols;56,88666667;5;4,5;;Muito argilosa;Alves, M, V, 2007 (Dissertação)
189;úmida;908;1950;18;Cfb;Mata Atlântica;Ferralsols;69,31666667;5;9;;Muito argilosa;Alves, M, V, 2007 (Dissertação)
190;úmida;908;1950;18;Cfb;Mata Atlântica;Ferralsols;143,9933333;5,1;19,5;;Muito argilosa;Alves, M, V, 2007 (Dissertação)
191;úmida;908;1950;18;Cfb;Mata Atlântica;Ferralsols;32,88666667;5,1;22,7;;Muito argilosa;Alves, M, V, 2007 (Dissertação)
192;úmida;908;1950;18;Cfb;Mata Atlântica;Ferralsols;123,5466667;4,9;21,5;;Muito argilosa;Alves, M, V, 2007 (Dissertação)
193;úmida;908;1950;18;Cfb;Mata Atlântica;Ferralsols;33,79333333;5,2;45,3;;Muito argilosa;Alves, M, V, 2007 (Dissertação)
194;úmida;15;2100;19;Cfa;Mata Atlântica;Gleysols;117,3333333;4,255555556;15,93333333;16,73126615;Francoarenosa;Sisbiota (Marie, Dilmar)
